id,value,category
46478,464780,A
46479,464790,B
46480,464800,A
46481,464810,B
46482,464820,A
46483,464830,B
46484,464840,A
46485,464850,B
46486,464860,A
46487,464870,B
46488,464880,A
46489,464890,B
46490,464900,A
46491,464910,B
46492,464920,A
46493,464930,B
46494,464940,A
46495,464950,B
46496,464960,A
46497,464970,B
46498,464980,A
46499,464990,B
46500,465000,A
46501,465010,B
46502,465020,A
46503,465030,B
46504,465040,A
46505,465050,B
46506,465060,A
46507,465070,B
46508,465080,A
46509,465090,B
46510,465100,A
46511,465110,B
46512,465120,A
46513,465130,B
46514,465140,A
46515,465150,B
46516,465160,A
46517,465170,B
46518,465180,A
46519,465190,B
46520,465200,A
46521,465210,B
46522,465220,A
46523,465230,B
46524,465240,A
46525,465250,B
46526,465260,A
46527,465270,B
46528,465280,A
46529,465290,B
46530,465300,A
46531,465310,B
46532,465320,A
46533,465330,B
46534,465340,A
46535,465350,B
46536,465360,A
46537,465370,B
46538,465380,A
46539,465390,B
46540,465400,A
46541,465410,B
46542,465420,A
46543,465430,B
46544,465440,A
46545,465450,B
46546,465460,A
46547,465470,B
46548,465480,A
46549,465490,B
46550,465500,A
46551,465510,B
46552,465520,A
46553,465530,B
46554,465540,A
46555,465550,B
46556,465560,A
46557,465570,B
46558,465580,A
46559,465590,B
46560,465600,A
46561,465610,B
46562,465620,A
46563,465630,B
46564,465640,A
46565,465650,B
46566,465660,A
46567,465670,B
46568,465680,A
46569,465690,B
46570,465700,A
46571,465710,B
46572,465720,A
46573,465730,B
46574,465740,A
46575,465750,B
46576,465760,A
46577,465770,B
46578,465780,A
46579,465790,B
46580,465800,A
46581,465810,B
46582,465820,A
46583,465830,B
46584,465840,A
46585,465850,B
46586,465860,A
46587,465870,B
46588,465880,A
46589,465890,B
46590,465900,A
46591,465910,B
46592,465920,A
46593,465930,B
46594,465940,A
46595,465950,B
46596,465960,A
46597,465970,B
46598,465980,A
46599,465990,B
46600,466000,A
46601,466010,B
46602,466020,A
46603,466030,B
46604,466040,A
46605,466050,B
46606,466060,A
46607,466070,B
46608,466080,A
46609,466090,B
46610,466100,A
46611,466110,B
46612,466120,A
46613,466130,B
46614,466140,A
46615,466150,B
46616,466160,A
46617,466170,B
46618,466180,A
46619,466190,B
46620,466200,A
46621,466210,B
46622,466220,A
46623,466230,B
46624,466240,A
46625,466250,B
46626,466260,A
46627,466270,B
46628,466280,A
46629,466290,B
46630,466300,A
46631,466310,B
46632,466320,A
46633,466330,B
46634,466340,A
46635,466350,B
46636,466360,A
46637,466370,B
46638,466380,A
46639,466390,B
46640,466400,A
46641,466410,B
46642,466420,A
46643,466430,B
46644,466440,A
46645,466450,B
46646,466460,A
46647,466470,B
46648,466480,A
46649,466490,B
46650,466500,A
46651,466510,B
46652,466520,A
46653,466530,B
46654,466540,A
46655,466550,B
46656,466560,A
46657,466570,B
46658,466580,A
46659,466590,B
46660,466600,A
46661,466610,B
46662,466620,A
46663,466630,B
46664,466640,A
46665,466650,B
46666,466660,A
46667,466670,B
46668,466680,A
46669,466690,B
46670,466700,A
46671,466710,B
46672,466720,A
46673,466730,B
46674,466740,A
46675,466750,B
46676,466760,A
46677,466770,B
46678,466780,A
46679,466790,B
46680,466800,A
46681,466810,B
46682,466820,A
46683,466830,B
46684,466840,A
46685,466850,B
46686,466860,A
46687,466870,B
46688,466880,A
46689,466890,B
46690,466900,A
46691,466910,B
46692,466920,A
46693,466930,B
46694,466940,A
46695,466950,B
46696,466960,A
46697,466970,B
46698,466980,A
46699,466990,B
46700,467000,A
46701,467010,B
46702,467020,A
46703,467030,B
46704,467040,A
46705,467050,B
46706,467060,A
46707,467070,B
46708,467080,A
46709,467090,B
46710,467100,A
46711,467110,B
46712,467120,A
46713,467130,B
46714,467140,A
46715,467150,B
46716,467160,A
46717,467170,B
46718,467180,A
46719,467190,B
46720,467200,A
46721,467210,B
46722,467220,A
46723,467230,B
46724,467240,A
46725,467250,B
46726,467260,A
46727,467270,B
46728,467280,A
46729,467290,B
46730,467300,A
46731,467310,B
46732,467320,A
46733,467330,B
46734,467340,A
46735,467350,B
46736,467360,A
46737,467370,B
46738,467380,A
46739,467390,B
46740,467400,A
46741,467410,B
46742,467420,A
46743,467430,B
46744,467440,A
46745,467450,B
46746,467460,A
46747,467470,B
46748,467480,A
46749,467490,B
46750,467500,A
46751,467510,B
46752,467520,A
46753,467530,B
46754,467540,A
46755,467550,B
46756,467560,A
46757,467570,B
46758,467580,A
46759,467590,B
46760,467600,A
46761,467610,B
46762,467620,A
46763,467630,B
46764,467640,A
46765,467650,B
46766,467660,A
46767,467670,B
46768,467680,A
46769,467690,B
46770,467700,A
46771,467710,B
46772,467720,A
46773,467730,B
46774,467740,A
46775,467750,B
46776,467760,A
46777,467770,B
46778,467780,A
46779,467790,B
46780,467800,A
46781,467810,B
46782,467820,A
46783,467830,B
46784,467840,A
46785,467850,B
46786,467860,A
46787,467870,B
46788,467880,A
46789,467890,B
46790,467900,A
46791,467910,B
46792,467920,A
46793,467930,B
46794,467940,A
46795,467950,B
46796,467960,A
46797,467970,B
46798,467980,A
46799,467990,B
46800,468000,A
46801,468010,B
46802,468020,A
46803,468030,B
46804,468040,A
46805,468050,B
46806,468060,A
46807,468070,B
46808,468080,A
46809,468090,B
46810,468100,A
46811,468110,B
46812,468120,A
46813,468130,B
46814,468140,A
46815,468150,B
46816,468160,A
46817,468170,B
46818,468180,A
46819,468190,B
46820,468200,A
46821,468210,B
46822,468220,A
46823,468230,B
46824,468240,A
46825,468250,B
46826,468260,A
46827,468270,B
46828,468280,A
46829,468290,B
46830,468300,A
46831,468310,B
46832,468320,A
46833,468330,B
46834,468340,A
46835,468350,B
46836,468360,A
46837,468370,B
46838,468380,A
46839,468390,B
46840,468400,A
46841,468410,B
46842,468420,A
46843,468430,B
46844,468440,A
46845,468450,B
46846,468460,A
46847,468470,B
46848,468480,A
46849,468490,B
46850,468500,A
46851,468510,B
46852,468520,A
46853,468530,B
46854,468540,A
46855,468550,B
46856,468560,A
46857,468570,B
46858,468580,A
46859,468590,B
46860,468600,A
46861,468610,B
46862,468620,A
46863,468630,B
46864,468640,A
46865,468650,B
46866,468660,A
46867,468670,B
46868,468680,A
46869,468690,B
46870,468700,A
46871,468710,B
46872,468720,A
46873,468730,B
46874,468740,A
46875,468750,B
46876,468760,A
46877,468770,B
46878,468780,A
46879,468790,B
46880,468800,A
46881,468810,B
46882,468820,A
46883,468830,B
46884,468840,A
46885,468850,B
46886,468860,A
46887,468870,B
46888,468880,A
46889,468890,B
46890,468900,A
46891,468910,B
46892,468920,A
46893,468930,B
46894,468940,A
46895,468950,B
46896,468960,A
46897,468970,B
46898,468980,A
46899,468990,B
46900,469000,A
46901,469010,B
46902,469020,A
46903,469030,B
46904,469040,A
46905,469050,B
46906,469060,A
46907,469070,B
46908,469080,A
46909,469090,B
46910,469100,A
46911,469110,B
46912,469120,A
46913,469130,B
46914,469140,A
46915,469150,B
46916,469160,A
46917,469170,B
46918,469180,A
46919,469190,B
46920,469200,A
46921,469210,B
46922,469220,A
46923,469230,B
46924,469240,A
46925,469250,B
46926,469260,A
46927,469270,B
46928,469280,A
46929,469290,B
46930,469300,A
46931,469310,B
46932,469320,A
46933,469330,B
46934,469340,A
46935,469350,B
46936,469360,A
46937,469370,B
46938,469380,A
46939,469390,B
46940,469400,A
46941,469410,B
46942,469420,A
46943,469430,B
46944,469440,A
46945,469450,B
46946,469460,A
46947,469470,B
46948,469480,A
46949,469490,B
46950,469500,A
46951,469510,B
46952,469520,A
46953,469530,B
46954,469540,A
46955,469550,B
46956,469560,A
46957,469570,B
46958,469580,A
46959,469590,B
46960,469600,A
46961,469610,B
46962,469620,A
46963,469630,B
46964,469640,A
46965,469650,B
46966,469660,A
46967,469670,B
46968,469680,A
46969,469690,B
46970,469700,A
46971,469710,B
46972,469720,A
46973,469730,B
46974,469740,A
46975,469750,B
46976,469760,A
46977,469770,B
46978,469780,A
46979,469790,B
46980,469800,A
46981,469810,B
46982,469820,A
46983,469830,B
46984,469840,A
46985,469850,B
46986,469860,A
46987,469870,B
46988,469880,A
46989,469890,B
46990,469900,A
46991,469910,B
46992,469920,A
46993,469930,B
46994,469940,A
46995,469950,B
46996,469960,A
46997,469970,B
46998,469980,A
46999,469990,B
47000,470000,A
47001,470010,B
47002,470020,A
47003,470030,B
47004,470040,A
47005,470050,B
47006,470060,A
47007,470070,B
47008,470080,A
47009,470090,B
47010,470100,A
47011,470110,B
47012,470120,A
47013,470130,B
47014,470140,A
47015,470150,B
47016,470160,A
47017,470170,B
47018,470180,A
47019,470190,B
47020,470200,A
47021,470210,B
47022,470220,A
47023,470230,B
47024,470240,A
47025,470250,B
47026,470260,A
47027,470270,B
47028,470280,A
47029,470290,B
47030,470300,A
47031,470310,B
47032,470320,A
47033,470330,B
47034,470340,A
47035,470350,B
47036,470360,A
47037,470370,B
47038,470380,A
47039,470390,B
47040,470400,A
47041,470410,B
47042,470420,A
47043,470430,B
47044,470440,A
47045,470450,B
47046,470460,A
47047,470470,B
47048,470480,A
47049,470490,B
47050,470500,A
47051,470510,B
47052,470520,A
47053,470530,B
47054,470540,A
47055,470550,B
47056,470560,A
47057,470570,B
47058,470580,A
47059,470590,B
47060,470600,A
47061,470610,B
47062,470620,A
47063,470630,B
47064,470640,A
47065,470650,B
47066,470660,A
47067,470670,B
47068,470680,A
47069,470690,B
47070,470700,A
47071,470710,B
47072,470720,A
47073,470730,B
47074,470740,A
47075,470750,B
47076,470760,A
47077,470770,B
47078,470780,A
47079,470790,B
47080,470800,A
47081,470810,B
47082,470820,A
47083,470830,B
47084,470840,A
47085,470850,B
47086,470860,A
47087,470870,B
47088,470880,A
47089,470890,B
47090,470900,A
47091,470910,B
47092,470920,A
47093,470930,B
47094,470940,A
47095,470950,B
47096,470960,A
47097,470970,B
47098,470980,A
47099,470990,B
47100,471000,A
47101,471010,B
47102,471020,A
47103,471030,B
47104,471040,A
47105,471050,B
47106,471060,A
47107,471070,B
47108,471080,A
47109,471090,B
47110,471100,A
47111,471110,B
47112,471120,A
47113,471130,B
47114,471140,A
47115,471150,B
47116,471160,A
47117,471170,B
47118,471180,A
47119,471190,B
47120,471200,A
47121,471210,B
47122,471220,A
47123,471230,B
47124,471240,A
47125,471250,B
47126,471260,A
47127,471270,B
47128,471280,A
47129,471290,B
47130,471300,A
47131,471310,B
47132,471320,A
47133,471330,B
47134,471340,A
47135,471350,B
47136,471360,A
47137,471370,B
47138,471380,A
47139,471390,B
47140,471400,A
47141,471410,B
47142,471420,A
47143,471430,B
47144,471440,A
47145,471450,B
47146,471460,A
47147,471470,B
47148,471480,A
47149,471490,B
47150,471500,A
47151,471510,B
47152,471520,A
47153,471530,B
47154,471540,A
47155,471550,B
47156,471560,A
47157,471570,B
47158,471580,A
47159,471590,B
47160,471600,A
47161,471610,B
47162,471620,A
47163,471630,B
47164,471640,A
47165,471650,B
47166,471660,A
47167,471670,B
47168,471680,A
47169,471690,B
47170,471700,A
47171,471710,B
47172,471720,A
47173,471730,B
47174,471740,A
47175,471750,B
47176,471760,A
47177,471770,B
47178,471780,A
47179,471790,B
47180,471800,A
47181,471810,B
47182,471820,A
47183,471830,B
47184,471840,A
47185,471850,B
47186,471860,A
47187,471870,B
47188,471880,A
47189,471890,B
47190,471900,A
47191,471910,B
47192,471920,A
47193,471930,B
47194,471940,A
47195,471950,B
47196,471960,A
47197,471970,B
47198,471980,A
47199,471990,B
47200,472000,A
47201,472010,B
47202,472020,A
47203,472030,B
47204,472040,A
47205,472050,B
47206,472060,A
47207,472070,B
47208,472080,A
47209,472090,B
47210,472100,A
47211,472110,B
47212,472120,A
47213,472130,B
47214,472140,A
47215,472150,B
47216,472160,A
47217,472170,B
47218,472180,A
47219,472190,B
47220,472200,A
47221,472210,B
47222,472220,A
47223,472230,B
47224,472240,A
47225,472250,B
47226,472260,A
47227,472270,B
47228,472280,A
47229,472290,B
47230,472300,A
47231,472310,B
47232,472320,A
47233,472330,B
47234,472340,A
47235,472350,B
47236,472360,A
47237,472370,B
47238,472380,A
47239,472390,B
47240,472400,A
47241,472410,B
47242,472420,A
47243,472430,B
47244,472440,A
47245,472450,B
47246,472460,A
47247,472470,B
47248,472480,A
47249,472490,B
47250,472500,A
47251,472510,B
47252,472520,A
47253,472530,B
47254,472540,A
47255,472550,B
47256,472560,A
47257,472570,B
47258,472580,A
47259,472590,B
47260,472600,A
47261,472610,B
47262,472620,A
47263,472630,B
47264,472640,A
47265,472650,B
47266,472660,A
47267,472670,B
47268,472680,A
47269,472690,B
47270,472700,A
47271,472710,B
47272,472720,A
47273,472730,B
47274,472740,A
47275,472750,B
47276,472760,A
47277,472770,B
47278,472780,A
47279,472790,B
47280,472800,A
47281,472810,B
47282,472820,A
47283,472830,B
47284,472840,A
47285,472850,B
47286,472860,A
47287,472870,B
47288,472880,A
47289,472890,B
47290,472900,A
47291,472910,B
47292,472920,A
47293,472930,B
47294,472940,A
47295,472950,B
47296,472960,A
47297,472970,B
47298,472980,A
47299,472990,B
47300,473000,A
47301,473010,B
47302,473020,A
47303,473030,B
47304,473040,A
47305,473050,B
47306,473060,A
47307,473070,B
47308,473080,A
47309,473090,B
47310,473100,A
47311,473110,B
47312,473120,A
47313,473130,B
47314,473140,A
47315,473150,B
47316,473160,A
47317,473170,B
47318,473180,A
47319,473190,B
47320,473200,A
47321,473210,B
47322,473220,A
47323,473230,B
47324,473240,A
47325,473250,B
47326,473260,A
47327,473270,B
47328,473280,A
47329,473290,B
47330,473300,A
47331,473310,B
47332,473320,A
47333,473330,B
47334,473340,A
47335,473350,B
47336,473360,A
47337,473370,B
47338,473380,A
47339,473390,B
47340,473400,A
47341,473410,B
47342,473420,A
47343,473430,B
47344,473440,A
47345,473450,B
47346,473460,A
47347,473470,B
47348,473480,A
47349,473490,B
47350,473500,A
47351,473510,B
47352,473520,A
47353,473530,B
47354,473540,A
47355,473550,B
47356,473560,A
47357,473570,B
47358,473580,A
47359,473590,B
47360,473600,A
47361,473610,B
47362,473620,A
47363,473630,B
47364,473640,A
47365,473650,B
47366,473660,A
47367,473670,B
47368,473680,A
47369,473690,B
47370,473700,A
47371,473710,B
47372,473720,A
47373,473730,B
47374,473740,A
47375,473750,B
47376,473760,A
47377,473770,B
47378,473780,A
47379,473790,B
47380,473800,A
47381,473810,B
47382,473820,A
47383,473830,B
47384,473840,A
47385,473850,B
47386,473860,A
47387,473870,B
47388,473880,A
47389,473890,B
47390,473900,A
47391,473910,B
47392,473920,A
47393,473930,B
47394,473940,A
47395,473950,B
47396,473960,A
47397,473970,B
47398,473980,A
47399,473990,B
47400,474000,A
47401,474010,B
47402,474020,A
47403,474030,B
47404,474040,A
47405,474050,B
47406,474060,A
47407,474070,B
47408,474080,A
47409,474090,B
47410,474100,A
47411,474110,B
47412,474120,A
47413,474130,B
47414,474140,A
47415,474150,B
47416,474160,A
47417,474170,B
47418,474180,A
47419,474190,B
47420,474200,A
47421,474210,B
47422,474220,A
47423,474230,B
47424,474240,A
47425,474250,B
47426,474260,A
47427,474270,B
47428,474280,A
47429,474290,B
47430,474300,A
47431,474310,B
47432,474320,A
47433,474330,B
47434,474340,A
47435,474350,B
47436,474360,A
47437,474370,B
47438,474380,A
47439,474390,B
47440,474400,A
47441,474410,B
47442,474420,A
47443,474430,B
47444,474440,A
47445,474450,B
47446,474460,A
47447,474470,B
47448,474480,A
47449,474490,B
47450,474500,A
47451,474510,B
47452,474520,A
47453,474530,B
47454,474540,A
47455,474550,B
47456,474560,A
47457,474570,B
47458,474580,A
47459,474590,B
47460,474600,A
47461,474610,B
47462,474620,A
47463,474630,B
47464,474640,A
47465,474650,B
47466,474660,A
47467,474670,B
47468,474680,A
47469,474690,B
47470,474700,A
47471,474710,B
47472,474720,A
47473,474730,B
47474,474740,A
47475,474750,B
47476,474760,A
47477,474770,B
47478,474780,A
47479,474790,B
47480,474800,A
47481,474810,B
47482,474820,A
47483,474830,B
47484,474840,A
47485,474850,B
47486,474860,A
47487,474870,B
47488,474880,A
47489,474890,B
47490,474900,A
47491,474910,B
47492,474920,A
47493,474930,B
47494,474940,A
47495,474950,B
47496,474960,A
47497,474970,B
47498,474980,A
47499,474990,B
47500,475000,A
47501,475010,B
47502,475020,A
47503,475030,B
47504,475040,A
47505,475050,B
47506,475060,A
47507,475070,B
47508,475080,A
47509,475090,B
47510,475100,A
47511,475110,B
47512,475120,A
47513,475130,B
47514,475140,A
47515,475150,B
47516,475160,A
47517,475170,B
47518,475180,A
47519,475190,B
47520,475200,A
47521,475210,B
47522,475220,A
47523,475230,B
47524,475240,A
47525,475250,B
47526,475260,A
47527,475270,B
47528,475280,A
47529,475290,B
47530,475300,A
47531,475310,B
47532,475320,A
47533,475330,B
47534,475340,A
47535,475350,B
47536,475360,A
47537,475370,B
47538,475380,A
47539,475390,B
47540,475400,A
47541,475410,B
47542,475420,A
47543,475430,B
47544,475440,A
47545,475450,B
47546,475460,A
47547,475470,B
47548,475480,A
47549,475490,B
47550,475500,A
47551,475510,B
47552,475520,A
47553,475530,B
47554,475540,A
47555,475550,B
47556,475560,A
47557,475570,B
47558,475580,A
47559,475590,B
47560,475600,A
47561,475610,B
47562,475620,A
47563,475630,B
47564,475640,A
47565,475650,B
47566,475660,A
47567,475670,B
47568,475680,A
47569,475690,B
47570,475700,A
47571,475710,B
47572,475720,A
47573,475730,B
47574,475740,A
47575,475750,B
47576,475760,A
47577,475770,B
47578,475780,A
47579,475790,B
47580,475800,A
47581,475810,B
47582,475820,A
47583,475830,B
47584,475840,A
47585,475850,B
47586,475860,A
47587,475870,B
47588,475880,A
47589,475890,B
47590,475900,A
47591,475910,B
47592,475920,A
47593,475930,B
47594,475940,A
47595,475950,B
47596,475960,A
47597,475970,B
47598,475980,A
47599,475990,B
47600,476000,A
47601,476010,B
47602,476020,A
47603,476030,B
47604,476040,A
47605,476050,B
47606,476060,A
47607,476070,B
47608,476080,A
47609,476090,B
47610,476100,A
47611,476110,B
47612,476120,A
47613,476130,B
47614,476140,A
47615,476150,B
47616,476160,A
47617,476170,B
47618,476180,A
47619,476190,B
47620,476200,A
47621,476210,B
47622,476220,A
47623,476230,B
47624,476240,A
47625,476250,B
47626,476260,A
47627,476270,B
47628,476280,A
47629,476290,B
47630,476300,A
47631,476310,B
47632,476320,A
47633,476330,B
47634,476340,A
47635,476350,B
47636,476360,A
47637,476370,B
47638,476380,A
47639,476390,B
47640,476400,A
47641,476410,B
47642,476420,A
47643,476430,B
47644,476440,A
47645,476450,B
47646,476460,A
47647,476470,B
47648,476480,A
47649,476490,B
47650,476500,A
47651,476510,B
47652,476520,A
47653,476530,B
47654,476540,A
47655,476550,B
47656,476560,A
47657,476570,B
47658,476580,A
47659,476590,B
47660,476600,A
47661,476610,B
47662,476620,A
47663,476630,B
47664,476640,A
47665,476650,B
47666,476660,A
47667,476670,B
47668,476680,A
47669,476690,B
47670,476700,A
47671,476710,B
47672,476720,A
47673,476730,B
47674,476740,A
47675,476750,B
47676,476760,A
47677,476770,B
47678,476780,A
47679,476790,B
47680,476800,A
47681,476810,B
47682,476820,A
47683,476830,B
47684,476840,A
47685,476850,B
47686,476860,A
47687,476870,B
47688,476880,A
47689,476890,B
47690,476900,A
47691,476910,B
47692,476920,A
47693,476930,B
47694,476940,A
47695,476950,B
47696,476960,A
47697,476970,B
47698,476980,A
47699,476990,B
47700,477000,A
47701,477010,B
47702,477020,A
47703,477030,B
47704,477040,A
47705,477050,B
47706,477060,A
47707,477070,B
47708,477080,A
47709,477090,B
47710,477100,A
47711,477110,B
47712,477120,A
47713,477130,B
47714,477140,A
47715,477150,B
47716,477160,A
47717,477170,B
47718,477180,A
47719,477190,B
47720,477200,A
47721,477210,B
47722,477220,A
47723,477230,B
47724,477240,A
47725,477250,B
47726,477260,A
47727,477270,B
47728,477280,A
47729,477290,B
47730,477300,A
47731,477310,B
47732,477320,A
47733,477330,B
47734,477340,A
47735,477350,B
47736,477360,A
47737,477370,B
47738,477380,A
47739,477390,B
47740,477400,A
47741,477410,B
47742,477420,A
47743,477430,B
47744,477440,A
47745,477450,B
47746,477460,A
47747,477470,B
47748,477480,A
47749,477490,B
47750,477500,A
47751,477510,B
47752,477520,A
47753,477530,B
47754,477540,A
47755,477550,B
47756,477560,A
47757,477570,B
47758,477580,A
47759,477590,B
47760,477600,A
47761,477610,B
47762,477620,A
47763,477630,B
47764,477640,A
47765,477650,B
47766,477660,A
47767,477670,B
47768,477680,A
47769,477690,B
47770,477700,A
47771,477710,B
47772,477720,A
47773,477730,B
47774,477740,A
47775,477750,B
47776,477760,A
47777,477770,B
47778,477780,A
47779,477790,B
47780,477800,A
47781,477810,B
47782,477820,A
47783,477830,B
47784,477840,A
47785,477850,B
47786,477860,A
47787,477870,B
47788,477880,A
47789,477890,B
47790,477900,A
47791,477910,B
47792,477920,A
47793,477930,B
47794,477940,A
47795,477950,B
47796,477960,A
47797,477970,B
47798,477980,A
47799,477990,B
47800,478000,A
47801,478010,B
47802,478020,A
47803,478030,B
47804,478040,A
47805,478050,B
47806,478060,A
47807,478070,B
47808,478080,A
47809,478090,B
47810,478100,A
47811,478110,B
47812,478120,A
47813,478130,B
47814,478140,A
47815,478150,B
47816,478160,A
47817,478170,B
47818,478180,A
47819,478190,B
47820,478200,A
47821,478210,B
47822,478220,A
47823,478230,B
47824,478240,A
47825,478250,B
47826,478260,A
47827,478270,B
47828,478280,A
47829,478290,B
47830,478300,A
47831,478310,B
47832,478320,A
47833,478330,B
47834,478340,A
47835,478350,B
47836,478360,A
47837,478370,B
47838,478380,A
47839,478390,B
47840,478400,A
47841,478410,B
47842,478420,A
47843,478430,B
47844,478440,A
47845,478450,B
47846,478460,A
47847,478470,B
47848,478480,A
47849,478490,B
47850,478500,A
47851,478510,B
47852,478520,A
47853,478530,B
47854,478540,A
47855,478550,B
47856,478560,A
47857,478570,B
47858,478580,A
47859,478590,B
47860,478600,A
47861,478610,B
47862,478620,A
47863,478630,B
47864,478640,A
47865,478650,B
47866,478660,A
47867,478670,B
47868,478680,A
47869,478690,B
47870,478700,A
47871,478710,B
47872,478720,A
47873,478730,B
47874,478740,A
47875,478750,B
47876,478760,A
47877,478770,B
47878,478780,A
47879,478790,B
47880,478800,A
47881,478810,B
47882,478820,A
47883,478830,B
47884,478840,A
47885,478850,B
47886,478860,A
47887,478870,B
47888,478880,A
47889,478890,B
47890,478900,A
47891,478910,B
47892,478920,A
47893,478930,B
47894,478940,A
47895,478950,B
47896,478960,A
47897,478970,B
47898,478980,A
47899,478990,B
47900,479000,A
47901,479010,B
47902,479020,A
47903,479030,B
47904,479040,A
47905,479050,B
47906,479060,A
47907,479070,B
47908,479080,A
47909,479090,B
47910,479100,A
47911,479110,B
47912,479120,A
47913,479130,B
47914,479140,A
47915,479150,B
47916,479160,A
47917,479170,B
47918,479180,A
47919,479190,B
47920,479200,A
47921,479210,B
47922,479220,A
47923,479230,B
47924,479240,A
47925,479250,B
47926,479260,A
47927,479270,B
47928,479280,A
47929,479290,B
47930,479300,A
47931,479310,B
47932,479320,A
47933,479330,B
47934,479340,A
47935,479350,B
47936,479360,A
47937,479370,B
47938,479380,A
47939,479390,B
47940,479400,A
47941,479410,B
47942,479420,A
47943,479430,B
47944,479440,A
47945,479450,B
47946,479460,A
47947,479470,B
47948,479480,A
47949,479490,B
47950,479500,A
47951,479510,B
47952,479520,A
47953,479530,B
47954,479540,A
47955,479550,B
47956,479560,A
47957,479570,B
47958,479580,A
47959,479590,B
47960,479600,A
47961,479610,B
47962,479620,A
47963,479630,B
47964,479640,A
47965,479650,B
47966,479660,A
47967,479670,B
47968,479680,A
47969,479690,B
47970,479700,A
47971,479710,B
47972,479720,A
47973,479730,B
47974,479740,A
47975,479750,B
47976,479760,A
47977,479770,B
47978,479780,A
47979,479790,B
47980,479800,A
47981,479810,B
47982,479820,A
47983,479830,B
47984,479840,A
47985,479850,B
47986,479860,A
47987,479870,B
47988,479880,A
47989,479890,B
47990,479900,A
47991,479910,B
47992,479920,A
47993,479930,B
47994,479940,A
47995,479950,B
47996,479960,A
47997,479970,B
47998,479980,A
47999,479990,B
48000,480000,A
48001,480010,B
48002,480020,A
48003,480030,B
48004,480040,A
48005,480050,B
48006,480060,A
48007,480070,B
48008,480080,A
48009,480090,B
48010,480100,A
48011,480110,B
48012,480120,A
48013,480130,B
48014,480140,A
48015,480150,B
48016,480160,A
48017,480170,B
48018,480180,A
48019,480190,B
48020,480200,A
48021,480210,B
48022,480220,A
48023,480230,B
48024,480240,A
48025,480250,B
48026,480260,A
48027,480270,B
48028,480280,A
48029,480290,B
48030,480300,A
48031,480310,B
48032,480320,A
48033,480330,B
48034,480340,A
48035,480350,B
48036,480360,A
48037,480370,B
48038,480380,A
48039,480390,B
48040,480400,A
48041,480410,B
48042,480420,A
48043,480430,B
48044,480440,A
48045,480450,B
48046,480460,A
48047,480470,B
48048,480480,A
48049,480490,B
48050,480500,A
48051,480510,B
48052,480520,A
48053,480530,B
48054,480540,A
48055,480550,B
48056,480560,A
48057,480570,B
48058,480580,A
48059,480590,B
48060,480600,A
48061,480610,B
48062,480620,A
48063,480630,B
48064,480640,A
48065,480650,B
48066,480660,A
48067,480670,B
48068,480680,A
48069,480690,B
48070,480700,A
48071,480710,B
48072,480720,A
48073,480730,B
48074,480740,A
48075,480750,B
48076,480760,A
48077,480770,B
48078,480780,A
48079,480790,B
48080,480800,A
48081,480810,B
48082,480820,A
48083,480830,B
48084,480840,A
48085,480850,B
48086,480860,A
48087,480870,B
48088,480880,A
48089,480890,B
48090,480900,A
48091,480910,B
48092,480920,A
48093,480930,B
48094,480940,A
48095,480950,B
48096,480960,A
48097,480970,B
48098,480980,A
48099,480990,B
48100,481000,A
48101,481010,B
48102,481020,A
48103,481030,B
48104,481040,A
48105,481050,B
48106,481060,A
48107,481070,B
48108,481080,A
48109,481090,B
48110,481100,A
48111,481110,B
48112,481120,A
48113,481130,B
48114,481140,A
48115,481150,B
48116,481160,A
48117,481170,B
48118,481180,A
48119,481190,B
48120,481200,A
48121,481210,B
48122,481220,A
48123,481230,B
48124,481240,A
48125,481250,B
48126,481260,A
48127,481270,B
48128,481280,A
48129,481290,B
48130,481300,A
48131,481310,B
48132,481320,A
48133,481330,B
48134,481340,A
48135,481350,B
48136,481360,A
48137,481370,B
48138,481380,A
48139,481390,B
48140,481400,A
48141,481410,B
48142,481420,A
48143,481430,B
48144,481440,A
48145,481450,B
48146,481460,A
48147,481470,B
48148,481480,A
48149,481490,B
48150,481500,A
48151,481510,B
48152,481520,A
48153,481530,B
48154,481540,A
48155,481550,B
48156,481560,A
48157,481570,B
48158,481580,A
48159,481590,B
48160,481600,A
48161,481610,B
48162,481620,A
48163,481630,B
48164,481640,A
48165,481650,B
48166,481660,A
48167,481670,B
48168,481680,A
48169,481690,B
48170,481700,A
48171,481710,B
48172,481720,A
48173,481730,B
48174,481740,A
48175,481750,B
48176,481760,A
48177,481770,B
48178,481780,A
48179,481790,B
48180,481800,A
48181,481810,B
48182,481820,A
48183,481830,B
48184,481840,A
48185,481850,B
48186,481860,A
48187,481870,B
48188,481880,A
48189,481890,B
48190,481900,A
48191,481910,B
48192,481920,A
48193,481930,B
48194,481940,A
48195,481950,B
48196,481960,A
48197,481970,B
48198,481980,A
48199,481990,B
48200,482000,A
48201,482010,B
48202,482020,A
48203,482030,B
48204,482040,A
48205,482050,B
48206,482060,A
48207,482070,B
48208,482080,A
48209,482090,B
48210,482100,A
48211,482110,B
48212,482120,A
48213,482130,B
48214,482140,A
48215,482150,B
48216,482160,A
48217,482170,B
48218,482180,A
48219,482190,B
48220,482200,A
48221,482210,B
48222,482220,A
48223,482230,B
48224,482240,A
48225,482250,B
48226,482260,A
